date,channel_group,sessions,conversions,revenue_bdt
2025-12-19,direct,31,0.32,10395
2025-12-20,organic_search,63,4.99,17325
2025-12-20,paid_search,53,3.53,20790
2025-12-20,paid_social,18,12.88,5544
2025-12-20,direct,31,8.05,10395
2025-12-21,organic_search,78,11.77,21450
2025-12-21,paid_search,66,8.83,25740
2025-12-21,paid_social,23,3.98,6864
2025-12-21,direct,39,12.22,12870
2025-12-22,organic_search,58,8.35,15950
2025-12-22,paid_search,49,12.02,19140
2025-12-22,paid_social,17,11.38,5104
2025-12-22,direct,29,9.15,9570
2025-12-23,organic_search,73,13.88,20075
2025-12-23,paid_search,62,13.6,24090
2025-12-23,paid_social,21,2.11,6424
2025-12-23,direct,36,10.95,12045
2025-12-24,organic_search,49,10.38,13475
2025-12-24,paid_search,41,8.38,16170
2025-12-24,paid_social,14,4.36,4312
2025-12-24,direct,24,13.54,8085
2025-12-25,organic_search,53,4.24,14575
2025-12-25,paid_search,45,9.19,17490
2025-12-25,paid_social,15,3.9,4664
2025-12-25,direct,26,3.59,8745
2025-12-26,organic_search,56,10.66,15400
2025-12-26,paid_search,47,4.28,18480
2025-12-26,paid_social,16,5.2,4928
2025-12-26,direct,28,10.18,9240
2025-12-27,organic_search,73,0.54,20075
2025-12-27,paid_search,62,9.07,24090
2025-12-27,paid_social,21,4.0,6424
2025-12-27,direct,36,5.5,12045
2025-12-28,organic_search,49,10.73,13475
2025-12-28,paid_search,41,0.09,16170
2025-12-28,paid_social,14,4.5,4312
2025-12-28,direct,24,6.73,8085
2025-12-29,organic_search,54,9.83,14850
2025-12-29,paid_search,45,8.9,17820
2025-12-29,paid_social,16,10.99,4752
2025-12-29,direct,27,5.97,8910
2025-12-30,organic_search,62,11.32,17050
2025-12-30,paid_search,52,6.98,20460
2025-12-30,paid_social,18,11.35,5456
2025-12-30,direct,31,10.44,10230
2025-12-31,organic_search,51,6.23,14025
2025-12-31,paid_search,43,4.85,16830
2025-12-31,paid_social,15,1.56,4488
2025-12-31,direct,25,5.11,8415
