date,channel_group,sessions,conversions,revenue_bdt
2025-12-22,direct,35,1.05,6300
2025-12-23,organic_search,62,1.55,9300
2025-12-23,paid_search,52,1.86,11160
2025-12-23,paid_social,18,0.5,2976
2025-12-23,direct,31,0.93,5580
2025-12-24,organic_search,60,1.5,9000
2025-12-24,paid_search,51,1.8,10800
2025-12-24,paid_social,18,0.48,2880
2025-12-24,direct,30,0.9,5400
2025-12-25,organic_search,56,1.4,8400
2025-12-25,paid_search,47,1.68,10080
2025-12-25,paid_social,16,0.45,2688
2025-12-25,direct,28,0.84,5040
2025-12-26,organic_search,67,1.68,10050
2025-12-26,paid_search,56,2.01,12060
2025-12-26,paid_social,20,0.54,3216
2025-12-26,direct,33,1.0,6030
2025-12-27,organic_search,60,1.5,9000
2025-12-27,paid_search,51,1.8,10800
2025-12-27,paid_social,18,0.48,2880
2025-12-27,direct,30,0.9,5400
2025-12-28,organic_search,60,1.5,9000
2025-12-28,paid_search,51,1.8,10800
2025-12-28,paid_social,18,0.48,2880
2025-12-28,direct,30,0.9,5400
2025-12-29,organic_search,69,1.73,10350
2025-12-29,paid_search,58,2.07,12420
2025-12-29,paid_social,20,0.55,3312
2025-12-29,direct,34,1.03,6210
2025-12-30,organic_search,72,1.8,10800
2025-12-30,paid_search,61,2.16,12960
2025-12-30,paid_social,21,0.58,3456
2025-12-30,direct,36,1.08,6480
2025-12-31,organic_search,58,1.45,8700
2025-12-31,paid_search,49,1.74,10440
2025-12-31,paid_social,17,0.46,2784
2025-12-31,direct,29,0.87,5220
